PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked_Q,Embarked_S
67,1,2,1,-0.04816080050829252,0,0,-0.43700743807979686,F33,False,True
68,0,3,0,-0.7370405721877009,0,0,-0.4841568350646187,,False,True
69,1,3,1,-0.8748165265235827,4,2,-0.4888542575852486,,False,True
70,0,3,0,-0.25482473201211503,2,0,-0.47400492578514347,,False,True
71,0,2,0,0.15850313099553,0,0,-0.43700743807979686,,False,True
72,0,3,1,-0.9437045036915235,5,2,0.2958951755118318,,False,True
73,0,2,0,-0.5992646178518193,0,0,0.8314778546749452,,False,True
74,0,3,0,-0.25482473201211503,1,0,-0.3573908580066095,,False,False
75,1,3,0,0.15850313099553,0,0,0.48910360681684706,,False,True
76,0,3,0,-0.3237127091800559,0,0,-0.494391296561559,F G73,False,True
79,1,2,0,-1.9887351173291863,0,2,-0.06451572512800753,,False,True
80,1,3,1,0.020727176659648322,0,0,-0.397241430886295,,False,True
81,0,3,0,-0.5303766406838785,0,0,-0.46720946885967163,,False,True
82,1,3,0,-0.04816080050829252,0,0,-0.45714212526638004,,False,True
84,0,1,0,-0.11704877767623337,0,0,0.29992211294914856,,False,True
85,1,2,1,-0.8748165265235827,0,0,-0.43700743807979686,,False,True
86,1,3,1,0.22739110816347086,3,0,-0.32928686163157667,,False,True
87,0,3,0,-0.9437045036915235,1,3,0.04370821849987721,,False,True
90,0,3,0,-0.3926006863479967,0,0,-0.4863374216869257,,False,True
91,0,3,0,-0.04816080050829252,0,0,-0.4863374216869257,,False,True
92,0,3,0,-0.6681525950197601,0,0,-0.4902797934380587,,False,True
93,0,1,0,1.122934811346702,1,0,0.5833178351003071,E31,False,True
94,0,3,0,-0.25482473201211503,1,2,-0.23415046467497105,,False,True
95,0,3,0,2.018478514529933,0,0,-0.5024451714361923,,False,True
97,0,1,0,2.845134240545223,0,0,0.0493298231623713,A5,False,False
98,1,1,0,-0.4614886635159376,0,1,0.6272778976347743,D10 D12,False,False
99,1,2,1,0.2962790853314117,0,1,-0.18532384824750675,,False,True
100,0,2,0,0.2962790853314117,1,0,-0.12491978668775715,,False,True
101,0,3,1,-0.11704877767623337,0,0,-0.4894421904510968,,False,True
103,0,1,0,-0.5992646178518193,0,1,0.907737982394129,D26,False,True
104,0,3,0,0.22739110816347086,0,0,-0.4741720436887921,,False,True
105,0,3,0,0.5029430168352342,2,0,-0.4888542575852486,,False,True
106,0,3,0,-0.11704877767623337,0,0,-0.4894421904510968,,False,True
107,1,3,1,-0.5992646178518193,0,0,-0.494391296561559,,False,True
109,0,3,0,0.571830994003175,0,0,-0.4894421904510968,,False,True
111,0,1,0,1.1918227885146426,0,0,0.39858208016340624,C110,False,True
112,0,3,1,-1.0470364694434349,1,0,-0.3573908580066095,,False,False
113,0,3,0,-0.5303766406838785,0,0,-0.4863374216869257,,False,True
114,0,3,1,-0.6681525950197601,1,0,-0.4505983519307405,,False,True
115,0,3,1,-0.8748165265235827,0,0,-0.3573083057891445,,False,False
116,0,3,0,-0.5992646178518193,0,0,-0.4888542575852486,,False,True
117,0,3,0,2.8106902519612524,0,0,-0.49237782784290063,,True,False
118,0,2,0,-0.04816080050829252,1,0,-0.22559322262067316,,False,True
120,0,3,1,-1.9081361840426954,4,2,-0.01870931177853076,,False,True
121,0,2,0,-0.5992646178518193,2,0,0.8314778546749452,,False,True
123,0,2,0,0.19294711957950042,1,0,-0.04295550208861426,,False,False
124,1,2,1,0.19294711957950042,0,0,-0.3866707201133388,E101,False,True
125,0,1,0,1.6740386286902287,0,1,0.907737982394129,D26,False,True
126,1,3,0,-1.219256412363287,1,0,-0.42207354059350805,,False,False
128,1,3,0,-0.3926006863479967,0,0,-0.5046257580584992,,False,True
130,0,3,0,1.054046834178761,0,0,-0.5079822104125026,,False,True
131,0,3,0,0.22739110816347086,0,0,-0.4894421904510968,,False,False
132,0,3,0,-0.6681525950197601,0,0,-0.5064721088735089,,False,True
133,0,3,1,1.1918227885146426,1,0,-0.35646868933346404,,False,True
134,1,2,1,-0.04816080050829252,1,0,-0.12491978668775715,,False,True
135,0,2,0,-0.3237127091800559,0,0,-0.3866707201133388,,False,True
136,0,2,0,-0.4614886635159376,0,0,-0.3454791770670269,,False,False
137,1,1,1,-0.7370405721877009,0,2,-0.11921562980779811,D47,False,True
138,0,1,0,0.5029430168352342,1,0,0.4207302360686478,C123,False,True
139,0,3,0,-0.9437045036915235,0,0,-0.4628462821463391,,False,True
140,0,1,0,-0.3926006863479967,0,0,0.9462455716384695,B86,False,False
142,1,3,1,-0.5303766406838785,0,0,-0.49237782784290063,,False,True
143,1,3,1,-0.3926006863479967,1,0,-0.32928686163157667,,False,True
144,0,3,0,-0.7370405721877009,0,0,-0.5125125150294839,,True,False
145,0,2,0,-0.8059285493556418,0,0,-0.41687275089321363,,False,True
146,0,2,0,-0.7370405721877009,1,1,0.09152810056801232,,False,True
147,1,3,0,-0.1859367548441742,0,0,-0.49145565916975514,,False,True
148,0,3,1,-1.4259203438671093,2,2,0.04370821849987721,,False,True
149,0,2,0,0.4684990282512638,0,2,-0.12491978668775715,F2,False,True
150,0,2,0,0.8473829026749384,0,0,-0.3866707201133388,,False,True
151,0,2,0,1.4673746971864061,0,0,-0.39623469652696586,,False,True
152,1,1,1,-0.5303766406838785,1,0,0.6925485130875209,C2,False,True
153,0,3,0,1.7773705944421399,0,0,-0.4863374216869257,,False,True
154,0,3,0,0.7440509369230272,0,2,-0.35646868933346404,,False,True
156,0,1,0,1.4673746971864061,0,1,0.5874293382238074,,False,False
157,1,3,1,-0.9437045036915235,0,0,-0.49271407711891657,,True,False
158,0,3,0,0.020727176659648322,0,0,-0.4863374216869257,,False,True
161,0,3,0,0.9851588570108202,0,1,-0.32425318983493084,,False,True
162,1,2,1,0.7096069483390568,0,0,-0.331300330350235,,False,True
163,0,3,0,-0.25482473201211503,0,0,-0.4918744606632361,,False,True
164,0,3,0,-0.8748165265235827,0,0,-0.47400492578514347,,False,True
165,0,3,0,-1.977024161210636,4,1,0.1506737441786005,,False,True
166,1,3,0,-1.4259203438671093,0,2,-0.2351571990343002,,False,True
168,0,3,1,1.054046834178761,1,4,-0.08666388103324908,,False,True
170,0,3,0,-0.11704877767623337,0,0,0.48910360681684706,,False,True
171,0,1,0,2.1562544688658143,0,0,0.026090367211616904,B19,False,True
172,0,3,0,-1.7703602297068137,4,1,-0.06199888922968463,,True,False
173,1,3,1,-1.977024161210636,1,1,-0.4242561406845337,,False,True
174,0,3,0,-0.5992646178518193,0,0,-0.4888542575852486,,False,True
175,0,1,0,1.8118145830261103,0,0,-0.030371322596999754,A7,False,False
176,0,3,0,-0.8059285493556418,1,1,-0.4902797934380587,,False,True
178,0,1,1,1.3984867200184652,0,0,-0.07030444769415023,C49,False,False
179,0,2,0,0.020727176659648322,0,0,-0.3866707201133388,,False,True
180,0,3,0,0.43405503966729336,0,0,-0.6484216535389205,,False,True
183,0,3,0,-1.4259203438671093,4,2,-0.016444159470040135,,False,True
184,1,2,0,-1.977024161210636,2,1,0.13683114673782454,F4,False,True
185,1,3,1,-1.7703602297068137,0,2,-0.20495516825442542,,False,True
188,1,1,0,1.054046834178761,0,0,-0.11384570873513637,,False,True
189,0,3,0,0.7096069483390568,1,1,-0.3363340021468808,,True,False
190,0,3,0,0.43405503966729336,0,0,-0.4894421904510968,,False,True
191,1,2,1,0.15850313099553,0,0,-0.3866707201133388,,False,True
192,0,2,0,-0.7370405721877009,0,0,-0.3866707201133388,,False,True
193,1,3,1,-0.7370405721877009,1,0,-0.4902797934380587,,False,True
194,1,2,0,-1.8392482068747544,1,1,-0.12491978668775715,F2,False,True
195,1,1,1,0.9851588570108202,0,0,-0.09027201697708476,B4,False,False
196,1,1,1,1.949590537361992,0,0,2.301728820789,B80,False,False
198,0,3,0,0.8473829026749384,0,1,-0.47920571548543794,,False,True
200,0,2,1,-0.3926006863479967,0,0,-0.3866707201133388,,False,True
201,0,3,0,-0.11704877767623337,0,0,-0.45714212526638004,,False,True
203,0,3,0,0.2962790853314117,0,0,-0.5176307525123133,,False,True
204,0,3,0,1.0884908227627315,0,0,-0.5029485386158568,,False,False
205,1,3,0,-0.8059285493556418,0,0,-0.4863374216869257,,False,True
206,0,3,1,-1.9081361840426954,0,1,-0.43776248884929375,G6,False,True
207,0,3,0,0.15850313099553,1,0,-0.32928686163157667,,False,True
208,1,3,0,-0.25482473201211503,0,0,-0.2701412180209885,,False,False
209,1,3,1,-0.9437045036915235,0,0,-0.49237782784290063,,True,False
210,1,1,0,0.7096069483390568,0,0,-0.024246350754841113,A31,False,False
211,0,3,0,-0.3926006863479967,0,0,-0.5064721088735089,,False,True
212,1,2,1,0.36516706249935255,0,0,-0.22559322262067316,,False,True
213,0,3,0,-0.5303766406838785,0,0,-0.5024451714361923,,False,True
214,0,2,0,0.020727176659648322,0,0,-0.3866707201133388,,False,True
216,1,1,1,0.08961515382758917,1,0,1.6323350375212924,D36,False,False
217,1,3,1,-0.1859367548441742,0,0,-0.4888542575852486,,False,True
218,0,2,0,0.8473829026749384,1,0,-0.10478509950117394,,False,True
219,1,1,1,0.15850313099553,0,0,0.8876878608937296,D15,False,False
220,0,2,0,0.020727176659648322,0,0,-0.43700743807979686,,False,True
221,1,3,0,-0.9437045036915235,0,0,-0.4863374216869257,,False,True
222,0,2,0,-0.1859367548441742,0,0,-0.3866707201133388,,False,True
223,0,3,0,1.4673746971864061,0,0,-0.4863374216869257,,False,True
225,1,1,0,0.571830994003175,1,0,1.163700193253568,C93,False,True
226,0,3,0,-0.5303766406838785,0,0,-0.4601623283443675,,False,True
227,1,2,0,-0.7370405721877009,0,0,-0.43700743807979686,,False,True
228,0,3,0,-0.6337086064357897,0,0,-0.5024451714361923,,False,True
229,0,2,0,-0.8059285493556418,0,0,-0.3866707201133388,,False,True
231,1,1,1,0.36516706249935255,1,0,1.0323213593611125,C83,False,True
232,0,3,0,-0.04816080050829252,0,0,-0.4918744606632361,,False,True
233,0,2,0,2.018478514529933,0,0,-0.3766033765200472,,False,True
234,1,3,1,-1.7014722525388728,4,2,-0.016444159470040135,,False,True
235,0,2,0,-0.3926006863479967,0,0,-0.43700743807979686,,False,True
237,0,2,0,0.9851588570108202,1,0,-0.12491978668775715,,False,True
238,1,2,1,-1.4948083210350502,0,2,-0.11988611489111134,,False,True
239,0,2,0,-0.7370405721877009,0,0,-0.43700743807979686,,False,True
240,0,2,0,0.22739110816347086,0,0,-0.4012683683236117,,False,True
243,0,2,0,-0.04816080050829252,0,0,-0.43700743807979686,,False,True
244,0,3,0,-0.5303766406838785,0,0,-0.5049620073345151,,False,True
245,0,3,0,0.020727176659648322,0,0,-0.5029485386158568,,False,False
246,0,1,0,0.9851588570108202,2,0,1.163700193253568,C78,True,False
247,0,3,1,-0.3237127091800559,0,0,-0.4918744606632361,,False,True
248,1,2,1,-0.3926006863479967,0,2,-0.35646868933346404,,False,True
249,1,1,0,0.5029430168352342,1,1,0.40974072380221066,D35,False,True
250,0,2,0,1.6740386286902287,1,0,-0.12491978668775715,,False,True
252,0,3,1,-0.04816080050829252,1,1,-0.43776248884929375,G6,False,True
253,0,1,0,2.225142446033755,0,0,-0.11384570873513637,C87,False,True
254,0,3,0,0.020727176659648322,1,0,-0.32425318983493084,,False,True
255,0,3,1,0.7784949255069976,0,2,-0.2414492887801075,,False,True
256,1,3,1,-0.04816080050829252,0,2,-0.3414522396297103,,False,False
258,1,1,1,0.020727176659648322,0,0,1.093228788100527,B77,False,True
260,1,2,1,1.3984867200184652,0,1,-0.12491978668775715,,False,True
262,1,3,0,-1.8392482068747544,4,2,-0.016444159470040135,,False,True
263,0,1,0,1.5362626743543468,1,1,0.955306180872432,E67,False,True
264,0,1,0,0.7096069483390568,0,0,-0.6484216535389205,B94,False,True
266,0,2,0,0.43405503966729336,0,0,-0.43700743807979686,,False,True
267,0,3,0,-0.9437045036915235,4,1,0.1506737441786005,,False,True
268,1,3,0,-0.3237127091800559,1,0,-0.4918744606632361,,False,True
269,1,1,1,1.949590537361992,0,1,2.441497778832105,C125,False,True
270,1,1,1,0.36516706249935255,0,0,2.0825124140450755,C99,False,True
272,1,3,0,-0.3237127091800559,0,0,-0.6484216535389205,,False,True
273,1,2,1,0.7784949255069976,0,1,-0.255795253400548,,False,True
274,0,1,0,0.5029430168352342,0,1,-0.05042144409739929,C118,False,False
276,1,1,1,2.294030423201696,1,0,0.921244330558889,D7,False,True
277,0,3,1,1.054046834178761,0,0,-0.49237782784290063,,False,True
279,0,3,0,-1.5636962982029912,4,1,-0.06199888922968463,,True,False
280,1,3,1,0.36516706249935255,1,1,-0.24069423801061057,,False,True
281,0,3,0,2.431806377537578,0,0,-0.49237782784290063,,True,False
282,0,3,0,-0.11704877767623337,0,0,-0.4902797934380587,,False,True
283,0,3,0,-0.9437045036915235,0,0,-0.45714212526638004,,False,True
284,1,3,0,-0.7370405721877009,0,0,-0.4863374216869257,,False,True
286,0,3,0,0.22739110816347086,0,0,-0.47400492578514347,,False,False
287,1,3,0,0.020727176659648322,0,0,-0.45714212526638004,,False,True
288,0,3,0,-0.5303766406838785,0,0,-0.4894421904510968,,False,True
289,1,2,0,0.8473829026749384,0,0,-0.3866707201133388,,False,True
290,1,3,1,-0.5303766406838785,0,0,-0.49237782784290063,,True,False
291,1,1,1,-0.25482473201211503,0,0,0.9391984311231651,,False,True
292,1,1,1,-0.7370405721877009,1,0,1.1854295476653287,B49,False,False
293,0,2,0,0.43405503966729336,0,0,-0.3891875560116617,D,False,False
294,0,3,1,-0.3926006863479967,0,0,-0.4702296719376591,,False,True
295,0,3,0,-0.3926006863479967,0,0,-0.4894421904510968,,False,True
297,0,3,0,-0.4270446749319672,0,0,-0.5028639729296732,,False,False
298,0,1,1,-1.9081361840426954,1,2,2.4029901895877646,C22 C26,False,True
303,0,3,0,-0.7370405721877009,0,0,-0.6484216535389205,,False,True
306,1,1,0,-1.9825351993840714,1,2,2.4029901895877646,C22 C26,False,True
308,1,1,1,-0.8748165265235827,1,0,1.5442457810799908,C65,False,False
309,0,2,0,0.020727176659648322,1,0,-0.16518916106092355,,False,False
310,1,1,1,0.020727176659648322,0,0,0.49782998024351216,E36,False,False
311,1,1,1,-0.3926006863479967,0,0,1.0259447039291216,C54,False,False
313,0,2,1,-0.25482473201211503,1,1,-0.12491978668775715,,False,True
314,0,3,0,-0.11704877767623337,0,0,-0.4894421904510968,,False,True
315,0,2,0,0.9162708798428792,1,1,-0.11988611489111134,,False,True
316,1,3,1,-0.25482473201211503,0,0,-0.4902797934380587,,False,True
317,1,2,1,-0.3926006863479967,1,0,-0.12491978668775715,,False,True
318,0,2,0,1.6740386286902287,0,0,-0.36653603292675563,,False,True
319,1,1,1,0.08961515382758917,0,2,2.671117778445337,C7,False,True
320,1,1,1,0.7096069483390568,1,1,2.059693773056521,E34,False,False
321,0,3,0,-0.5303766406838785,0,0,-0.5024451714361923,,False,True
322,0,3,0,-0.1859367548441742,0,0,-0.4894421904510968,,False,True
323,1,2,1,0.020727176659648322,0,0,-0.3997582667846179,,True,False
324,1,2,1,-0.5303766406838785,1,1,-0.06451572512800753,,False,True
326,1,1,1,0.43405503966729336,0,0,2.0825124140450755,C32,False,False
327,0,3,0,2.1562544688658143,0,0,-0.5228315422126077,,False,True
328,1,2,1,0.43405503966729336,0,0,-0.3866707201133388,D,False,True
329,1,3,1,0.08961515382758917,1,1,-0.2351571990343002,,False,True
330,1,1,1,-0.9437045036915235,0,1,0.5189714017894245,B18,False,False
332,0,1,0,1.0884908227627315,0,0,-0.07458306872129913,C124,False,True
333,0,1,0,0.571830994003175,0,1,2.441497778832105,C91,False,True
334,0,3,0,-0.9437045036915235,2,0,-0.2859972841804228,,False,True
337,0,1,0,-0.04816080050829252,1,0,0.6925485130875209,C2,False,True
338,1,1,1,0.7784949255069976,0,0,2.059693773056521,E40,False,False
339,1,3,0,1.054046834178761,0,0,-0.4863374216869257,,False,True
340,0,1,0,1.054046834178761,0,0,0.06635974158478332,T,False,True
341,1,2,0,-1.9081361840426954,1,1,-0.12491978668775715,F2,False,True
343,0,2,0,-0.11704877767623337,0,0,-0.3866707201133388,,False,True
344,0,2,0,-0.3237127091800559,0,0,-0.3866707201133388,,False,True
345,0,2,0,0.43405503966729336,0,0,-0.3866707201133388,,False,True
346,1,2,1,-0.3926006863479967,0,0,-0.3866707201133388,F33,False,True
347,1,2,1,0.7096069483390568,0,0,-0.3866707201133388,,False,True
349,1,3,0,-1.8392482068747544,1,1,-0.32828012727224753,,False,True
350,0,3,0,0.8473829026749384,0,0,-0.47400492578514347,,False,True
351,0,3,0,-0.4614886635159376,0,0,-0.4626791642426904,,False,True
353,0,3,0,-1.0125924808594644,1,1,-0.5028639729296732,,False,False
354,0,3,0,-0.3237127091800559,1,0,-0.29002422161773944,,False,True
356,0,3,0,-0.11704877767623337,0,0,-0.45714212526638004,,False,True
357,1,1,1,-0.5303766406838785,0,1,0.4589861417231558,E33,False,True
358,0,2,1,0.571830994003175,0,0,-0.3866707201133388,,False,True
361,0,3,0,0.7096069483390568,1,4,-0.08666388103324908,,False,True
362,0,2,0,-0.04816080050829252,1,0,-0.09027201697708476,,False,False
363,0,3,1,1.054046834178761,0,1,-0.3573908580066095,,False,False
364,0,3,0,0.36516706249935255,0,0,-0.5064721088735089,,False,True
366,0,3,0,0.020727176659648322,0,0,-0.5024451714361923,,False,True
367,1,1,1,2.087366491697874,1,0,0.8667135572514657,D37,False,False
370,1,1,1,-0.3926006863479967,0,0,0.7469121684912956,B35,False,False
371,1,1,0,-0.3237127091800559,1,0,0.4678796330534696,E50,False,False
372,0,3,0,-0.8059285493556418,1,0,-0.5176307525123133,,False,True
373,0,3,0,-0.7370405721877009,0,0,-0.4863374216869257,,False,True
374,0,1,0,-0.5303766406838785,0,0,2.0825124140450755,,False,False
375,0,3,1,-1.8392482068747544,3,1,-0.22408312108167944,,False,True
377,1,3,1,-0.5303766406838785,0,0,-0.5024451714361923,,False,True
379,0,3,0,-0.6681525950197601,0,0,-0.5676312212027554,,False,False
380,0,3,0,-0.7370405721877009,0,0,-0.4918744606632361,,False,True
382,1,3,1,-1.977024161210636,0,2,-0.33146744825388363,,False,False
383,0,3,0,0.15850313099553,0,0,-0.4888542575852486,,False,True
384,1,1,1,0.36516706249935255,1,0,0.39858208016340624,,False,True
386,0,2,0,-0.8059285493556418,0,0,0.8314778546749452,,False,True
387,0,3,0,-1.977024161210636,5,2,0.2958951755118318,,False,True
388,1,2,1,0.43405503966729336,0,0,-0.3866707201133388,,False,True
390,1,2,1,-0.8748165265235827,0,0,-0.40680540729992204,,False,False
391,1,1,0,0.43405503966729336,1,2,1.7677408088510642,B96 B98,False,True
392,1,3,0,-0.5992646178518193,0,0,-0.49145565916975514,,False,True
393,0,3,0,-0.11704877767623337,2,0,-0.4888542575852486,,False,True
394,1,1,1,-0.4614886635159376,1,0,1.6323350375212924,D36,False,False
395,1,3,1,-0.3926006863479967,0,2,-0.312172377522981,G6,False,True
396,0,3,0,-0.5303766406838785,0,0,-0.49145565916975514,,False,True
397,0,3,1,0.08961515382758917,0,0,-0.4902797934380587,,False,True
398,0,2,0,1.122934811346702,0,0,-0.12491978668775715,,False,True
399,0,2,0,-0.4614886635159376,0,0,-0.43700743807979686,,False,True
400,1,2,1,-0.11704877767623337,0,0,-0.393717860628643,,False,True
401,1,3,0,0.6407189711711159,0,0,-0.4888542575852486,,False,True
402,0,3,0,-0.25482473201211503,0,0,-0.4863374216869257,,False,True
403,0,3,1,-0.5992646178518193,1,0,-0.4505983519307405,,False,True
404,0,3,0,-0.11704877767623337,1,0,-0.32928686163157667,,False,True
405,0,3,1,-0.6681525950197601,0,0,-0.47400492578514347,,False,True
406,0,2,0,0.2962790853314117,1,0,-0.22559322262067316,,False,True
407,0,3,0,1.4673746971864061,0,0,-0.49237782784290063,,False,True
408,1,2,0,-1.8392482068747544,1,1,-0.2708962687904854,,False,True
409,0,3,0,-0.5992646178518193,0,0,-0.4918744606632361,,False,True
413,1,1,1,0.22739110816347086,1,0,1.163700193253568,C78,True,False
415,1,3,0,0.9851588570108202,0,0,-0.4888542575852486,,False,True
417,1,2,1,0.2962790853314117,1,1,0.005955680025033696,,False,True
418,1,2,1,-0.8059285493556418,0,2,-0.3866707201133388,,False,True
419,0,2,0,0.020727176659648322,0,0,-0.3866707201133388,,False,True
420,0,3,1,-1.3570323666991686,0,2,-0.1621689579829361,,False,True
422,0,3,0,-0.5992646178518193,0,0,-0.49271407711891657,,True,False
423,0,3,0,-0.04816080050829252,0,0,-0.4898609919445778,,False,True
424,0,3,1,-0.11704877767623337,1,1,-0.35848215805212236,,False,True
425,0,3,0,-0.8059285493556418,1,1,-0.2414492887801075,,False,True
427,1,2,1,-0.11704877767623337,1,0,-0.12491978668775715,,False,True
428,1,2,1,-0.7370405721877009,0,0,-0.12491978668775715,,False,True
430,1,3,0,0.15850313099553,0,0,-0.4863374216869257,E10,False,True
431,1,1,0,-0.11704877767623337,0,0,-0.11384570873513637,C52,False,True
433,1,2,1,0.8473829026749384,1,0,-0.12491978668775715,,False,True
434,0,3,0,-0.8748165265235827,0,0,-0.5049620073345151,,False,True
435,0,1,0,1.3984867200184652,1,0,0.4771073601910807,E44,False,True
436,1,1,1,-1.0814804580274051,1,2,1.7677408088510642,B96 B98,False,True
437,0,3,1,-0.5992646178518193,2,2,0.04370821849987721,,False,True
438,1,2,1,-0.3926006863479967,2,3,-0.2708962687904854,,False,True
440,0,2,0,0.08961515382758917,0,0,-0.43700743807979686,,False,True
441,1,2,1,1.054046834178761,1,1,-0.11988611489111134,,False,True
442,0,3,0,-0.6681525950197601,0,0,-0.45714212526638004,,False,True
443,0,3,0,-0.3237127091800559,1,0,-0.4918744606632361,,False,True
444,1,2,1,-0.11704877767623337,0,0,-0.3866707201133388,,False,True
446,1,1,0,-1.7703602297068137,0,2,0.9997696105865636,A34,False,True
447,1,2,1,-1.150368435195346,0,1,-0.255795253400548,,False,True
448,1,1,0,0.2962790853314117,0,0,-0.11384570873513637,,False,True
449,1,3,1,-1.7014722525388728,2,1,-0.26066180729354516,,False,False
450,1,1,0,1.5362626743543468,0,0,-0.034313694348132716,C104,False,True
451,0,2,0,0.43405503966729336,1,2,-0.08968408411123653,,False,True
453,0,1,0,0.020727176659648322,0,0,-0.08968408411123653,C111,False,False
454,1,1,0,1.3295987428505243,1,0,1.145663540471827,C92,False,False
456,1,3,0,-0.04816080050829252,0,0,-0.4894421904510968,,False,False
457,0,1,0,2.431806377537578,0,0,-0.11384570873513637,E38,False,True
459,1,2,1,1.3984867200184652,0,0,-0.43700743807979686,,False,True
461,1,1,0,1.2607107656825836,0,0,-0.11384570873513637,E12,False,True
462,0,3,0,0.2962790853314117,0,0,-0.4863374216869257,,False,True
463,0,1,0,1.1918227885146426,0,0,0.12676380314453292,E63,False,True
464,0,2,0,1.2607107656825836,0,0,-0.3866707201133388,,False,True
466,0,3,0,0.571830994003175,0,0,-0.5064721088735089,,False,True
468,0,1,0,1.8118145830261103,0,0,-0.11384570873513637,,False,True
470,1,3,1,-1.9942461555026214,2,1,-0.26066180729354516,,False,False
472,0,3,0,0.571830994003175,0,0,-0.47400492578514347,,False,True
473,1,2,1,0.22739110816347086,1,2,-0.08968408411123653,,False,True
474,1,2,1,-0.4614886635159376,0,0,-0.3707300882677209,D,False,False
475,0,3,1,-0.5303766406838785,0,0,-0.45034666834090825,,False,True
477,0,2,0,0.2962790853314117,1,0,-0.22559322262067316,,False,True
478,0,3,0,-0.04816080050829252,1,0,-0.5065566745596926,,False,True
479,0,3,0,-0.5303766406838785,0,0,-0.4969926981460655,,False,True
480,1,3,1,-1.9081361840426954,0,1,-0.4010166847337793,,False,True
481,0,3,0,-1.4259203438671093,5,2,0.2958951755118318,,False,True
483,0,3,0,1.3984867200184652,0,0,-0.4863374216869257,,False,True
484,1,3,1,2.294030423201696,0,0,-0.455380340137554,,False,True
485,1,1,0,-0.3237127091800559,1,0,1.1854295476653287,B49,False,False
487,1,1,1,0.36516706249935255,1,0,1.163700193253568,C93,False,True
488,0,1,0,1.949590537361992,0,0,-0.05042144409739929,B37,False,False
